VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),JPN,Japan,2016,2016,93,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),JPN,Japan,2017,2017,91,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),JPN,Japan,2018,2018,89,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),JPN,Japan,2019,2019,86,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),JPN,Japan,2020,2020,85,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHE,Switzerland,2010,2010,5788,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHE,Switzerland,2011,2011,5682,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHE,Switzerland,2012,2012,5717,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHE,Switzerland,2013,2013,5779,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHE,Switzerland,2014,2014,5525,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHE,Switzerland,2015,2015,5805,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHE,Switzerland,2016,2016,5531,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHE,Switzerland,2017,2017,5511,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHE,Switzerland,2018,2018,5400,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHE,Switzerland,2019,2019,5250,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHE,Switzerland,2020,2020,6017,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,BRA,Brazil,2010,2010,234822,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,BRA,Brazil,2011,2011,238343,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,BRA,Brazil,2012,2012,242858,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,BRA,Brazil,2013,2013,244842,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,BRA,Brazil,2014,2014,247714,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,BRA,Brazil,2015,2015,245087,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,BRA,Brazil,2016,2016,251688,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,BRA,Brazil,2017,2017,251217,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,BRA,Brazil,2018,2018,244254,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,BRA,Brazil,2019,2019,237648,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,BRA,Brazil,2020,2020,316484,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),CZE,Czechia,2010,2010,99,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),CZE,Czechia,2011,2011,92,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),CZE,Czechia,2012,2012,89,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),CZE,Czechia,2013,2013,88,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),CZE,Czechia,2014,2014,79,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),CZE,Czechia,2015,2015,82,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),CZE,Czechia,2016,2016,77,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),CZE,Czechia,2017,2017,78,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),CZE,Czechia,2018,2018,74,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),CZE,Czechia,2019,2019,73,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),CZE,Czechia,2020,2020,73,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),CZE,Czechia,2021,2021,76,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,DNK,Denmark,2010,2010,2418,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,DNK,Denmark,2011,2011,2225,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,DNK,Denmark,2012,2012,2183,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,DNK,Denmark,2013,2013,2147,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,DNK,Denmark,2014,2014,2028,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,DNK,Denmark,2015,2015,2118,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,DNK,Denmark,2016,2016,2197,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,DNK,Denmark,2017,2017,2194,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,DNK,Denmark,2018,2018,2137,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,DNK,Denmark,2019,2019,2048,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,DNK,Denmark,2020,2020,1950,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,TUR,Türkiye,2010,2010,47003,D,Difference in methodology
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,TUR,Türkiye,2011,2011,48894,D,Difference in methodology
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,TUR,Türkiye,2012,2012,48790,D,Difference in methodology
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,TUR,Türkiye,2013,2013,58264,D,Difference in methodology
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,TUR,Türkiye,2014,2014,59099,D,Difference in methodology
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,TUR,Türkiye,2015,2015,59310,D,Difference in methodology
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,TUR,Türkiye,2016,2016,63066,D,Difference in methodology
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,TUR,Türkiye,2017,2017,62857,D,Difference in methodology
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,TUR,Türkiye,2018,2018,60280,D,Difference in methodology
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,TUR,Türkiye,2019,2019,56069,D,Difference in methodology
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LUX,Luxembourg,2010,2010,77,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LUX,Luxembourg,2011,2011,70,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LUX,Luxembourg,2012,2012,64,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LUX,Luxembourg,2013,2013,66,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LUX,Luxembourg,2014,2014,57,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LUX,Luxembourg,2015,2015,55,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LUX,Luxembourg,2016,2016,56,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LUX,Luxembourg,2017,2017,64,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LUX,Luxembourg,2018,2018,61,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LUX,Luxembourg,2019,2019,56,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LUX,Luxembourg,2020,2020,52,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LUX,Luxembourg,2021,2021,46,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),AUT,Austria,2010,2010,83,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),AUT,Austria,2011,2011,79,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),AUT,Austria,2012,2012,73,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),AUT,Austria,2013,2013,74,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),AUT,Austria,2014,2014,72,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),AUT,Austria,2015,2015,74,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),AUT,Austria,2016,2016,72,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),AUT,Austria,2017,2017,70,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),AUT,Austria,2018,2018,69,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),AUT,Austria,2019,2019,68,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),AUT,Austria,2020,2020,66,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),AUT,Austria,2021,2021,66,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LVA,Latvia,2010,2010,281,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LVA,Latvia,2011,2011,273,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LVA,Latvia,2012,2012,262,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LVA,Latvia,2013,2013,251,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LVA,Latvia,2014,2014,244,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LVA,Latvia,2015,2015,232,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LVA,Latvia,2016,2016,232,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LVA,Latvia,2017,2017,231,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LVA,Latvia,2018,2018,222,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LVA,Latvia,2019,2019,210,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LVA,Latvia,2020,2020,213,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),LVA,Latvia,2021,2021,240,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,NLD,Netherlands,2010,2010,6832,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,NLD,Netherlands,2011,2011,7253,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,NLD,Netherlands,2012,2012,7374,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,NLD,Netherlands,2013,2013,7298,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,NLD,Netherlands,2014,2014,7376,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,NLD,Netherlands,2015,2015,7706,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,NLD,Netherlands,2016,2016,7910,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,NLD,Netherlands,2017,2017,7644,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,NLD,Netherlands,2018,2018,8071,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,NLD,Netherlands,2019,2019,7881,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,NLD,Netherlands,2020,2020,8868,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,IRL,Ireland,2010,2010,3265,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,IRL,Ireland,2011,2011,3476,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,IRL,Ireland,2012,2012,3450,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,IRL,Ireland,2013,2013,3442,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,IRL,Ireland,2014,2014,3343,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,IRL,Ireland,2015,2015,3200,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,IRL,Ireland,2018,2018,3302,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,COL,Colombia,2010,2010,44513,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,COL,Colombia,2011,2011,41879,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,COL,Colombia,2012,2012,41970,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,COL,Colombia,2013,2013,41633,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,COL,Colombia,2014,2014,40359,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,COL,Colombia,2015,2015,41042,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,COL,Colombia,2016,2016,41694,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,COL,Colombia,2017,2017,41981,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,COL,Colombia,2018,2018,43426,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,COL,Colombia,2019,2019,44294,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,COL,Colombia,2020,2020,63459,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,BEL,Belgium,2010,2010,7631,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,BEL,Belgium,2011,2011,7403,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,BEL,Belgium,2012,2012,7407,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,BEL,Belgium,2013,2013,7422,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,BEL,Belgium,2014,2014,6893,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,BEL,Belgium,2015,2015,6923,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,BEL,Belgium,2016,2016,6840,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,BEL,Belgium,2017,2017,6947,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,BEL,Belgium,2018,2018,7089,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,FIN,Finland,2010,2010,9209,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,FIN,Finland,2011,2011,9017,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,FIN,Finland,2012,2012,8919,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,FIN,Finland,2013,2013,8868,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,FIN,Finland,2014,2014,8462,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,FIN,Finland,2015,2015,8332,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,FIN,Finland,2016,2016,8559,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,FIN,Finland,2017,2017,8438,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,FIN,Finland,2018,2018,8498,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,FIN,Finland,2019,2019,8296,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,FIN,Finland,2020,2020,8513,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ISL,Iceland,2010,2010,84,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ISL,Iceland,2011,2011,87,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ISL,Iceland,2012,2012,83,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ISL,Iceland,2013,2013,76,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ISL,Iceland,2014,2014,72,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ISL,Iceland,2015,2015,80,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ISL,Iceland,2016,2016,75,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ISL,Iceland,2017,2017,61,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ISL,Iceland,2018,2018,63,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ISL,Iceland,2019,2019,66,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ISL,Iceland,2020,2020,68,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ISL,Iceland,2021,2021,66,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PRT,Portugal,2010,2010,69,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PRT,Portugal,2011,2011,67,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PRT,Portugal,2012,2012,65,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PRT,Portugal,2013,2013,62,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PRT,Portugal,2014,2014,60,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PRT,Portugal,2015,2015,60,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PRT,Portugal,2016,2016,62,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PRT,Portugal,2017,2017,60,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PRT,Portugal,2018,2018,57,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PRT,Portugal,2019,2019,56,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,SVK,Slovak Republic,2010,2010,4781,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,SVK,Slovak Republic,2012,2012,4434,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,SVK,Slovak Republic,2013,2013,4544,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,SVK,Slovak Republic,2014,2014,4414,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,SVK,Slovak Republic,2016,2016,4497,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,SVK,Slovak Republic,2017,2017,4749,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,SVK,Slovak Republic,2018,2018,4555,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,SVK,Slovak Republic,2019,2019,4634,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,ESP,Spain,2010,2010,49379,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,ESP,Spain,2011,2011,48441,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,ESP,Spain,2012,2012,47920,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,ESP,Spain,2013,2013,47796,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,ESP,Spain,2014,2014,47771,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,ESP,Spain,2015,2015,48178,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,ESP,Spain,2016,2016,48431,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,ESP,Spain,2017,2017,48465,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,ESP,Spain,2018,2018,48321,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,ESP,Spain,2019,2019,47710,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,ESP,Spain,2020,2020,62285,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,ESP,Spain,2021,2021,59256,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),SVK,Slovak Republic,2010,2010,373,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),SVK,Slovak Republic,2012,2012,367,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),SVK,Slovak Republic,2013,2013,346,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),SVK,Slovak Republic,2014,2014,331,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),SVK,Slovak Republic,2016,2016,317,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),SVK,Slovak Republic,2017,2017,306,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),SVK,Slovak Republic,2018,2018,313,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),SVK,Slovak Republic,2019,2019,300,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,BRA,Brazil,2010,2010,96565,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,BRA,Brazil,2011,2011,99062,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,BRA,Brazil,2012,2012,99374,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,BRA,Brazil,2013,2013,101962,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,BRA,Brazil,2014,2014,102060,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,BRA,Brazil,2015,2015,105300,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,BRA,Brazil,2016,2016,108422,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,BRA,Brazil,2017,2017,108928,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,BRA,Brazil,2018,2018,110129,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,BRA,Brazil,2019,2019,112308,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,BRA,Brazil,2020,2020,108913,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),MEX,Mexico,2010,2010,237,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),MEX,Mexico,2011,2011,231,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),MEX,Mexico,2012,2012,225,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),MEX,Mexico,2013,2013,217,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),MEX,Mexico,2014,2014,216,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),MEX,Mexico,2015,2015,216,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),MEX,Mexico,2016,2016,225,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),MEX,Mexico,2017,2017,225,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),MEX,Mexico,2018,2018,220,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),MEX,Mexico,2019,2019,220,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),MEX,Mexico,2020,2020,435,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),KOR,Korea,2010,2010,80,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),KOR,Korea,2011,2011,76,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),KOR,Korea,2012,2012,75,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),KOR,Korea,2013,2013,69,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),KOR,Korea,2014,2014,67,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),KOR,Korea,2015,2015,66,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),KOR,Korea,2016,2016,64,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),KOR,Korea,2017,2017,61,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),KOR,Korea,2018,2018,59,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),KOR,Korea,2019,2019,56,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),KOR,Korea,2020,2020,55,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,AUS,Australia,2010,2010,6892,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,AUS,Australia,2011,2011,7009,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,AUS,Australia,2012,2012,7034,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,AUS,Australia,2013,2013,7157,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,AUS,Australia,2014,2014,7547,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,AUS,Australia,2015,2015,7922,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,AUS,Australia,2016,2016,7660,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,AUS,Australia,2017,2017,8034,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,AUS,Australia,2018,2018,7957,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,AUS,Australia,2019,2019,8303,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,AUS,Australia,2020,2020,7832,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,AUS,Australia,2021,2021,8272,,
